date,timestamp_tdt,tdt_jd,ra_deg,dec_deg,ecliptic_lon_deg,quality_flag,cmc_object_code,source_volume,source_catalog
1991-03-08,1991-03-08T23:07:37,2448324.46363,76.0467333333,24.9435583333,77.3621771300,,346,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1991-03-11,1991-03-11T23:02:06,2448327.45980,77.6212333333,25.0506194444,78.7939769816,,347,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-07-06,1992-07-06T20:22:50,2448810.34919,43.9472916667,15.6330750000,46.0950025337,,348,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-07-27,1992-07-27T19:59:17,2448831.33284,58.7405458333,19.4812888889,60.7081205100,,349,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-07-31,1992-07-31T19:54:45,2448835.32969,61.5455000000,20.0671944444,63.4116542831,,350,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-08-15,1992-08-15T19:37:14,2448850.31753,71.9436166667,21.8297388889,73.2772320402,,351,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-08-17,1992-08-17T19:34:50,2448852.31586,73.3108083333,22.0130361111,74.5584192254,,352,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-08-22,1992-08-22T19:28:42,2448857.31160,76.7012958333,22.4199972222,77.7224623210,,353,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-08-23,1992-08-23T19:27:27,2448858.31074,77.3742708333,22.4925666667,78.3484194094,,354,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-09-04,1992-09-04T19:11:48,2448870.29987,85.2774125000,23.1476361111,85.6583334873,,355,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-09-07,1992-09-07T19:07:39,2448873.29699,87.1957500000,23.2522416667,87.4236730786,,356,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-09-29,1992-09-29T11:14:47,2448894.96860,100.1538208333,23.4290277778,99.3090247409,,357,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-09-30,1992-09-30T11:13:03,2448895.96740,100.7034500000,23.4176805556,99.8128763529,,358,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-01,1992-10-01T11:11:17,2448896.96618,101.2483500000,23.4048583333,100.3124623605,,359,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-02,1992-10-02T11:09:30,2448897.96494,101.7882375000,23.3907666667,100.8075190355,,360,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-03,1992-10-03T11:07:41,2448898.96368,102.3227958333,23.3756166667,101.2977489122,,361,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-04,1992-10-04T18:24:35,2448900.26708,103.0118333333,23.3542638889,101.9297525366,,362,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-05,1992-10-05T11:04:02,2448900.96114,103.3766833333,23.3420750000,102.2644599931,,363,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-07,1992-10-07T11:00:17,2448902.95854,104.4092291667,23.3046611111,103.2119033485,,364,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-08,1992-10-08T10:58:23,2448903.95722,104.9172041667,23.2847777778,103.6781204837,,365,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-10,1992-10-10T10:54:31,2448905.95453,105.9161750000,23.2426444444,104.5952259353,,366,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-12,1992-10-12T10:50:32,2448907.95177,106.8917458333,23.1978138889,105.4911855463,,367,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-13,1992-10-13T10:48:31,2448908.95037,107.3705541667,23.1748833333,105.9310052713,,368,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-15,1992-10-15T10:44:23,2448910.94750,108.3097250000,23.1271805556,106.7939891084,,369,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-16,1992-10-16T10:42:18,2448911.94605,108.7693333333,23.1032500000,107.2163677597,,370,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-17,1992-10-17T10:40:11,2448912.94458,109.2231750000,23.0790555556,107.6335062199,,371,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-20,1992-10-20T10:33:39,2448915.94004,110.5424416667,23.0059888889,108.8463679337,,372,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-22,1992-10-22T10:29:09,2448917.93692,111.3864583333,22.9581055556,109.6223978428,,373,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-23,1992-10-23T10:26:51,2448918.93532,111.7972666667,22.9346055556,110.0001182565,,374,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-24,1992-10-24T10:24:32,2448919.93371,112.2003916667,22.9113250000,110.3707889984,,375,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-26,1992-10-26T10:19:48,2448921.93042,112.9830208333,22.8669527778,111.0902263357,,376,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-10-30,1992-10-30T17:28:24,2448926.22806,114.5560166667,22.7813083333,112.5353206088,,377,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-11-01,1992-11-01T17:23:15,2448928.22448,115.2326750000,22.7477305556,113.1562329787,,378,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-11-06,1992-11-06T17:09:41,2448933.21506,116.7635666667,22.6859861111,114.5579051676,,379,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-11-09,1992-11-09T09:42:43,2448935.90467,117.4881166667,22.6687388889,115.2187153453,,380,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-11-10,1992-11-10T09:39:47,2448936.90263,117.7379375000,22.6658833333,115.4459020260,,381,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-11-11,1992-11-11T09:36:49,2448937.90057,117.9773666667,22.6647861111,115.6632823308,,382,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-11-14,1992-11-14T09:27:37,2448940.89418,118.6296750000,22.6737111111,116.2529721747,,383,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-11-16,1992-11-16T09:21:16,2448942.88977,119.0079500000,22.6910000000,116.5923662193,,384,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-11-17,1992-11-17T09:18:00,2448943.88751,119.1792125000,22.7032000000,116.7451025285,,385,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-11-22,1992-11-22T16:19:12,2448949.18001,119.8794875000,22.8113666667,117.3574838169,,386,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-11-27,1992-11-27T08:42:43,2448953.86300,120.1888000000,22.9727111111,117.6047658704,,387,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-11-27,1992-11-27T16:00:50,2448954.16725,120.1981500000,22.9851722222,117.6107096533,,388,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-11-28,1992-11-28T15:56:59,2448955.16458,120.2200791667,23.0289138889,117.6217323620,,389,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-11-30,1992-11-30T08:31:05,2448956.85492,120.2244333333,23.1095527778,117.6094840674,,390,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-12-03,1992-12-03T08:18:54,2448959.84646,120.1293208333,23.2725166667,117.4910858728,,391,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-12-06,1992-12-06T08:06:11,2448962.83763,119.9009958333,23.4612638889,117.2478105911,,392,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-12-07,1992-12-07T15:19:45,2448964.13872,119.7598125000,23.5507416667,117.1030046605,,393,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-12-14,1992-12-14T07:29:40,2448970.81227,118.6308041667,24.0770916667,115.9859803152,,394,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-12-14,1992-12-14T14:47:27,2448971.11629,118.5640791667,24.1031250000,115.9211195745,,395,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-12-15,1992-12-15T14:42:37,2448972.11293,118.3332750000,24.1902222222,115.6974549223,,396,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-12-18,1992-12-18T14:27:42,2448975.10258,117.5546583333,24.4621638889,114.9484208419,,397,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-12-20,1992-12-20T14:17:30,2448977.09549,116.9661041667,24.6490111111,114.3869854933,,398,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-12-21,1992-12-21T06:54:38,2448977.78795,116.7485166667,24.7148916667,114.1802657150,,399,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-12-21,1992-12-21T14:12:20,2448978.09190,116.6521791667,24.7435722222,114.0888710594,,400,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-12-22,1992-12-22T06:49:25,2448978.78432,116.4260208333,24.8099111111,113.8745958554,,401,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-12-22,1992-12-22T14:07:04,2448979.08825,116.3255541667,24.8388416667,113.7795493535,,402,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-12-24,1992-12-24T13:56:28,2448981.08089,115.6364583333,25.0298666667,113.1296572966,,403,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-12-28,1992-12-28T13:34:45,2448985.06580,114.1318166667,25.4070361111,111.7215256353,,404,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1992-12-31,1992-12-31T06:00:31,2448987.75037,113.0409166667,25.6518027778,110.7084608388,,405,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-05,1993-01-05T12:49:56,2448993.03468,110.7817916667,26.0923833333,108.6280052510,,406,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-06,1993-01-06T05:26:43,2448993.72689,110.4789791667,26.1450861111,108.3507340647,,407,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-07,1993-01-07T12:38:35,2448995.02680,109.9118583333,26.2399722222,107.8323603097,,408,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-08,1993-01-08T12:32:55,2448996.02287,109.4772208333,26.3094805556,107.4358416310,,409,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-09,1993-01-09T12:27:15,2448997.01893,109.0431916667,26.3762888889,107.0404899602,,410,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-20,1993-01-20T04:08:35,2449007.67263,104.6912333333,26.8801500000,103.1081927509,,411,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-20,1993-01-20T11:26:12,2449007.97653,104.5808250000,26.8893055556,103.0090417795,,412,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-21,1993-01-21T04:03:12,2449008.66890,104.3309125000,26.9079277778,102.7848463255,,413,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-24,1993-01-24T11:05:03,2449011.96185,103.2211500000,26.9765055556,101.7909653430,,414,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-26,1993-01-26T03:37:03,2449013.65074,102.7035458333,26.9992527778,101.3283769246,,415,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-27,1993-01-27T03:31:59,2449014.64722,102.4163875000,27.0086500000,101.0720345592,,416,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-28,1993-01-28T03:26:58,2449015.64373,102.1428750000,27.0155361111,100.8280478275,,417,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-29,1993-01-29T03:22:00,2449016.64028,101.8834458333,27.0197250000,100.5968109992,,418,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-30,1993-01-30T03:17:05,2449017.63687,101.6381833333,27.0213833333,100.3783745033,,419,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-30,1993-01-30T10:34:52,2449017.94088,101.5666083333,27.0211972222,100.3146781805,,420,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-01-31,1993-01-31T03:12:14,2449018.63350,101.4073833333,27.0207722222,100.1729726713,,421,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-02,1993-02-02T03:02:43,2449020.62689,100.9896000000,27.0130000000,99.8016121050,,422,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-03,1993-02-03T02:58:02,2449021.62364,100.8030708333,27.0061416667,99.6360266168,,423,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-05,1993-02-05T02:48:51,2449023.61726,100.4744125000,26.9862694444,99.3447607981,,424,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-06,1993-02-06T02:44:21,2449024.61414,100.3323041667,26.9738611111,99.2190536140,,425,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-08,1993-02-08T02:35:32,2449026.60801,100.0924875000,26.9440361111,99.0074650411,,426,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-08,1993-02-08T09:53:28,2449026.91214,100.0611458333,26.9389055556,98.9798897200,,427,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-09,1993-02-09T02:31:13,2449027.60502,99.9945041667,26.9268138889,98.9213298730,,428,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-10,1993-02-10T02:26:57,2449028.60205,99.9110166667,26.9082472222,98.8481842668,,429,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-11,1993-02-11T02:22:44,2449029.59913,99.8422583333,26.8883805556,98.7882378042,,430,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-15,1993-02-15T02:06:29,2449033.58784,99.7090791667,26.7964083333,98.6756714460,,431,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-15,1993-02-15T09:24:33,2449033.89205,99.7080458333,26.7885694444,98.6752772521,,432,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-16,1993-02-16T09:20:38,2449034.88933,99.7141583333,26.7628166667,98.6824678850,,433,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-19,1993-02-19T01:51:06,2449037.57716,99.7974333333,26.6873500000,98.7619290351,,434,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-20,1993-02-20T01:47:24,2449038.57459,99.8529583333,26.6576083333,98.8135513252,,435,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-23,1993-02-23T01:36:34,2449041.56707,100.0961291667,26.5630027778,99.0373882807,,436,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-25,1993-02-25T01:29:36,2449043.56223,100.3202791667,26.4955388889,99.2425642685,,437,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-25,1993-02-25T08:47:49,2449043.86654,100.3583500000,26.4850638889,99.2773605450,,438,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-28,1993-02-28T01:19:31,2449046.55522,100.7449458333,26.3876055556,99.6303185421,,439,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-02-28,1993-02-28T08:37:45,2449046.85955,100.7935666667,26.3763500000,99.6746663314,,440,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-01,1993-03-01T01:16:13,2449047.55293,100.9089833333,26.3500222222,99.7799362554,,441,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-01,1993-03-01T08:34:30,2449047.85730,100.9611791667,26.3384361111,99.8275309123,,442,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-05,1993-03-05T08:21:52,2449051.84852,101.7366458333,26.1781527778,100.5345161244,,443,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-07,1993-03-07T00:57:26,2449053.53989,102.1138708333,26.1062638889,100.8784384659,,444,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-08,1993-03-08T00:54:27,2449054.53782,102.3490041667,26.0625500000,101.0928744782,,445,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-10,1993-03-10T00:48:34,2449056.53373,102.8459958333,25.9724611111,101.5462902586,,446,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-10,1993-03-10T08:06:57,2449056.83816,102.9245541667,25.9582638889,101.6180018119,,447,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-12,1993-03-12T00:42:49,2449058.52974,103.3779583333,25.8784083333,102.0319341362,,448,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-13,1993-03-13T07:58:24,2449059.83223,103.7426333333,25.8148472222,102.3650805008,,449,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-19,1993-03-19T00:23:43,2449065.51648,105.4916208333,25.5160472222,103.9655863571,,450,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-19,1993-03-19T07:42:11,2449065.82097,105.5910791667,25.4990888889,104.0567578443,,451,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-20,1993-03-20T00:21:08,2449066.51468,105.8229458333,25.4598444444,104.2693394211,,452,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-22,1993-03-22T00:15:59,2449068.51110,106.5061416667,25.3433527778,104.8963321960,,453,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-23,1993-03-23T00:13:27,2449069.50935,106.8579041667,25.2834055556,105.2194574941,,454,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-24,1993-03-24T07:29:27,2449070.81212,107.3254375000,25.2032416667,105.6493017737,,455,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-26,1993-03-26T00:06:01,2449072.50418,107.9503083333,25.0953833333,106.2244471138,,456,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-26,1993-03-26T07:24:31,2449072.80870,108.0637083333,25.0758777778,106.3288829888,,457,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-27,1993-03-27T00:03:35,2449073.50249,108.3263125000,25.0299527778,106.5709027779,,458,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-27,1993-03-27T07:22:06,2449073.80702,108.4413750000,25.0098722222,106.6769763823,,459,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-03-29,1993-03-29T07:17:19,2449075.80370,109.2140291667,24.8741694444,107.3899366869,,460,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-02,1993-04-02T07:08:00,2449079.79723,110.8220500000,24.5857305556,108.8776241971,,461,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-03,1993-04-03T23:44:54,2449081.48952,111.5273291667,24.4556555556,109.5319445891,,462,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-04,1993-04-04T23:42:39,2449082.48796,111.9488250000,24.3772805556,109.9234640142,,463,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-05,1993-04-05T07:01:14,2449082.79253,112.0776333333,24.3534361111,110.0431527503,,464,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-06,1993-04-06T06:58:59,2449083.79097,112.5047458333,24.2727833333,110.4404561868,,465,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-07,1993-04-07T23:35:59,2449085.48333,113.2393125000,24.1324777778,111.1246947290,,466,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-08,1993-04-08T06:54:35,2449085.78791,113.3715500000,24.1072583333,111.2479588104,,467,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-09,1993-04-09T06:52:25,2449086.78641,113.8110125000,24.0217083333,111.6580800606,,468,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-12,1993-04-12T06:45:57,2449089.78192,115.1513208333,23.7561944444,112.9116034634,,469,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-12,1993-04-12T23:25:14,2449090.47586,115.4673083333,23.6923166667,113.2077746733,,470,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-16,1993-04-16T06:37:34,2449093.77609,116.9871333333,23.3786277778,114.6357150010,,471,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-17,1993-04-17T06:35:29,2449094.77465,117.4542250000,23.2797527778,115.0757795124,,472,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-18,1993-04-18T06:33:26,2449095.77322,117.9242083333,23.1791527778,115.5191413392,,473,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-20,1993-04-20T06:29:22,2449097.77040,118.8732083333,22.9729694444,116.4160886031,,474,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-20,1993-04-20T23:08:42,2449098.46438,119.2064333333,22.8991277778,116.7316727860,,475,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-23,1993-04-23T06:23:19,2449100.76620,120.3172333333,22.6497333333,117.7856656059,,476,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-24,1993-04-24T06:21:20,2449101.76482,120.8039166667,22.5384722222,118.2485190755,,477,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
1993-04-25,1993-04-25T06:19:21,2449102.76344,121.2931000000,22.4252750000,118.7144366635,,478,USNO W2J00 compatibility alias,USNO W2J00 Transit Circle Catalog (VizieR I/334 w2j00sol.dat)
